"E:0","E:1","E:2","epsilon","epsilonD","epsilonI","volt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0020558,0.0018059,9737.9,nan,nan,nan,39.779,1,0.02542,0,0,0.02542
0.0020503,0.0018005,9519.9,nan,nan,nan,38.884,1,0.025523,0,0,0.025523
0.0020449,0.001795,9301.9,nan,nan,nan,37.99,1,0.025625,0,0,0.025625
0.0020394,0.0017895,9083.9,nan,nan,nan,37.095,1,0.025727,0,0,0.025727
0.002034,0.0017841,8865.9,nan,nan,nan,36.201,1,0.02583,0,0,0.02583
0.0020285,0.0017786,8647.9,nan,nan,nan,35.306,1,0.025933,0,0,0.025933
0.002023,0.0017732,8429.9,nan,nan,nan,34.412,1,0.026035,0,0,0.026035
0.0020176,0.0017677,8211.9,nan,nan,nan,33.517,1,0.026137,0,0,0.026137
0.0020121,0.0017623,7993.9,nan,nan,nan,32.623,1,0.02624,0,0,0.02624
0.0020067,0.0017568,7775.9,nan,nan,nan,31.728,1,0.026343,0,0,0.026343
0.0020012,0.0017514,7558,nan,nan,nan,30.834,1,0.026445,0,0,0.026445
0.0019933,0.0017448,7390.7,nan,nan,nan,30.148,1,0.026547,0,0,0.026547
0.0019847,0.0017379,7236.5,nan,nan,nan,29.516,1,0.02665,0,0,0.02665
0.0019761,0.0017311,7082.4,nan,nan,nan,28.885,1,0.026752,0,0,0.026752
0.0019675,0.0017242,6928.3,nan,nan,nan,28.253,1,0.026855,0,0,0.026855
0.0019589,0.0017173,6774.1,nan,nan,nan,27.621,1,0.026957,0,0,0.026957
0.0019503,0.0017105,6620,nan,nan,nan,26.99,1,0.02706,0,0,0.02706
0.0019417,0.0017036,6465.8,nan,nan,nan,26.358,1,0.027162,0,0,0.027162
0.0019331,0.0016967,6311.7,nan,nan,nan,25.727,1,0.027265,0,0,0.027265
0.0019245,0.0016899,6157.6,nan,nan,nan,25.095,1,0.027368,0,0,0.027368
0.0019159,0.001683,6003.4,nan,nan,nan,24.463,1,0.02747,0,0,0.02747
0.0019073,0.0016762,5849.3,nan,nan,nan,23.832,1,0.027572,0,0,0.027572
0.0018987,0.0016693,5695.1,nan,nan,nan,23.2,1,0.027675,0,0,0.027675
0.0018901,0.0016624,5541,nan,nan,nan,22.569,1,0.027778,0,0,0.027778
0.0018816,0.0016556,5386.9,nan,nan,nan,21.937,1,0.02788,0,0,0.02788
0.0018731,0.0016486,5242.2,nan,nan,nan,21.344,1,0.027982,0,0,0.027982
0.001865,0.0016414,5135.4,nan,nan,nan,20.908,1,0.028085,0,0,0.028085
0.0018569,0.0016341,5028.6,nan,nan,nan,20.471,1,0.028188,0,0,0.028188
0.0018488,0.0016268,4921.8,nan,nan,nan,20.034,1,0.02829,0,0,0.02829
0.0018408,0.0016195,4815,nan,nan,nan,19.597,1,0.028392,0,0,0.028392
0.0018327,0.0016123,4708.2,nan,nan,nan,19.16,1,0.028495,0,0,0.028495
0.0018246,0.001605,4601.4,nan,nan,nan,18.723,1,0.028598,0,0,0.028598
0.0018165,0.0015977,4494.6,nan,nan,nan,18.286,1,0.0287,0,0,0.0287
0.0018084,0.0015904,4387.8,nan,nan,nan,17.849,1,0.028802,0,0,0.028802
0.0018004,0.0015832,4280.9,nan,nan,nan,17.412,1,0.028905,0,0,0.028905
0.0017923,0.0015759,4174.1,nan,nan,nan,16.975,1,0.029008,0,0,0.029008
0.0017842,0.0015686,4067.3,nan,nan,nan,16.538,1,0.02911,0,0,0.02911
0.0017761,0.0015613,3960.5,nan,nan,nan,16.101,1,0.029212,0,0,0.029212
0.0017681,0.0015541,3853.7,nan,nan,nan,15.664,1,0.029315,0,0,0.029315
0.00176,0.0015468,3746.9,nan,nan,nan,15.227,1,0.029417,0,0,0.029417
0.0017519,0.0015395,3640.1,nan,nan,nan,14.79,1,0.02952,0,0,0.02952
0.0017442,0.001532,3558.5,nan,nan,nan,14.457,1,0.029622,0,0,0.029622
0.0017366,0.0015245,3486,nan,nan,nan,14.161,1,0.029725,0,0,0.029725
0.001729,0.0015169,3413.6,nan,nan,nan,13.865,1,0.029827,0,0,0.029827
0.0017213,0.0015094,3341.1,nan,nan,nan,13.569,1,0.02993,0,0,0.02993
0.0017137,0.0015018,3268.7,nan,nan,nan,13.274,1,0.030033,0,0,0.030033
0.0017061,0.0014942,3196.3,nan,nan,nan,12.978,1,0.030135,0,0,0.030135
0.0016985,0.0014867,3123.8,nan,nan,nan,12.682,1,0.030237,0,0,0.030237
0.0016909,0.0014791,3051.4,nan,nan,nan,12.386,1,0.03034,0,0,0.03034
0.0016833,0.0014716,2979,nan,nan,nan,12.09,1,0.030443,0,0,0.030443
0.0016757,0.001464,2906.5,nan,nan,nan,11.795,1,0.030545,0,0,0.030545
0.0016681,0.0014565,2834.1,nan,nan,nan,11.499,1,0.030647,0,0,0.030647
0.0016604,0.0014489,2761.6,nan,nan,nan,11.203,1,0.03075,0,0,0.03075
0.0016528,0.0014413,2689.2,nan,nan,nan,10.907,1,0.030853,0,0,0.030853
0.0016452,0.0014338,2616.8,nan,nan,nan,10.612,1,0.030955,0,0,0.030955
0.0016376,0.0014262,2544.3,nan,nan,nan,10.316,1,0.031057,0,0,0.031057
